"","sound.files","selec","meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx"
"1","file.wav","0",0.103058324899472,0.0895691583378017,0.0958739255014327,0.0154441260744986,0.154641833810888,0.13919770773639,4.41762766981996,30.9182039677764,0.934259324585232,0.647450544105351,0.00240687679083095,0.103058324899472,0.11484703506632,0.0433202357563851,0.275625,0.0266331722861842,0,0.150732421875,0.150732421875,0.124489795918367
